Discord ID,Post Count,Events Count,Total XP to Remove,Status
1166785130577264668,0,2,40,DRY RUN
1166813836410638376,0,2,40,DRY RUN
1167049207492911185,0,2,40,DRY RUN
1166972316496965632,0,2,40,DRY RUN
1166787934150733904,0,2,40,DRY RUN
1166836213794222215,0,2,40,DRY RUN
1167005499846295566,0,2,40,DRY RUN
1166936657581318175,0,2,40,DRY RUN
1166956093478543462,0,2,40,DRY RUN
1166891421870080040,0,2,40,DRY RUN
1166235262746107924,0,2,40,DRY RUN
1166246121371357255,0,2,40,DRY RUN
1166839600774402048,0,2,40,DRY RUN
1166269711646982204,0,2,40,DRY RUN
1166552835949867040,0,2,40,DRY RUN
1166618575574925347,0,2,40,DRY RUN
1166630557304770665,0,2,40,DRY RUN
1166748289429934131,0,2,40,DRY RUN
1166761345727864955,0,2,40,DRY RUN
1166964112606117938,0,2,40,DRY RUN
1166593350581899284,0,2,40,DRY RUN
1166088031292379216,0,2,40,DRY RUN
1166826298648313880,0,2,40,DRY RUN
1166943699201183805,0,2,40,DRY RUN
1166223080331427840,0,2,40,DRY RUN
1167127806744998008,0,2,40,DRY RUN
1166610939261489152,0,2,40,DRY RUN
1166066727273123893,0,2,40,DRY RUN
1166385466170429471,0,2,40,DRY RUN
1166543938367258714,0,2,40,DRY RUN
1321174901972926496,0,2,40,DRY RUN
1321078861320032316,0,2,40,DRY RUN
1318199242820681768,0,2,40,DRY RUN
1318771413519302686,0,2,40,DRY RUN
1318182925883277332,0,2,40,DRY RUN
1321046577493839913,0,2,40,DRY RUN
1321056923432386642,0,2,40,DRY RUN
1321106561686442016,0,2,40,DRY RUN
1314158970755223572,0,2,40,DRY RUN
836916457472262165,0,2,40,DRY RUN
820009350600720416,0,2,40,DRY RUN
1268379017824829474,0,2,40,DRY RUN
1166645150236299266,0,2,40,DRY RUN
1166953220539678793,0,2,40,DRY RUN
1267743464208994476,0,2,40,DRY RUN
783342213467602984,0,2,40,DRY RUN
1264695738546389013,0,2,40,DRY RUN
810336535286644736,0,2,40,DRY RUN
828042760573550593,0,2,40,DRY RUN
1268415970028945480,0,2,40,DRY RUN
1268386389058125886,0,2,40,DRY RUN
1268292539983724665,0,2,40,DRY RUN
1268382758250741874,0,2,40,DRY RUN
1268382796792205414,0,2,40,DRY RUN
1268412163706327071,0,2,40,DRY RUN
1268422021155524682,0,2,40,DRY RUN
1268419021385236532,0,2,40,DRY RUN
1268412918836232264,0,2,40,DRY RUN
1268396184058466314,0,2,40,DRY RUN
1268393338365804659,0,2,40,DRY RUN
1268418197573341319,0,2,40,DRY RUN
1268411463601750053,0,2,40,DRY RUN
1268404964439359611,0,2,40,DRY RUN
1268415649634582573,0,2,40,DRY RUN
1268291747184640074,0,2,40,DRY RUN
1268420629552435202,0,2,40,DRY RUN
1268415704802267241,0,2,40,DRY RUN
1268380780858572841,0,2,40,DRY RUN
1268401075778490401,0,2,40,DRY RUN
1268293200506785823,0,2,40,DRY RUN
1268386690997686315,0,2,40,DRY RUN
1268396171605577769,0,2,40,DRY RUN
1268383963072696363,0,2,40,DRY RUN
1268414481365598302,0,2,40,DRY RUN
1268420002726547577,0,2,40,DRY RUN
1268384692042989601,0,2,40,DRY RUN
1268390859276029954,0,2,40,DRY RUN
1268385257913061439,0,2,40,DRY RUN
1268289973027737663,0,2,40,DRY RUN
1321166576044474370,0,2,40,DRY RUN
1321125447991427123,0,2,40,DRY RUN
1318765369573507083,0,2,40,DRY RUN
1321173286528483332,0,2,40,DRY RUN
1315945075833962572,0,2,40,DRY RUN
1321107515252932700,0,2,40,DRY RUN
1321042683887882250,0,2,40,DRY RUN
1315912813411303446,0,2,40,DRY RUN
1268397218570960957,0,2,40,DRY RUN
1268409937848176732,0,2,40,DRY RUN
1268294519305011302,0,2,40,DRY RUN
1268421449354575932,0,2,40,DRY RUN
1268411820964708373,0,2,40,DRY RUN
1268415272382103562,0,2,40,DRY RUN
1268398828445372439,0,2,40,DRY RUN
1268290845023404189,0,2,40,DRY RUN
1268388914264281159,0,2,40,DRY RUN
1268395219179536384,0,2,40,DRY RUN
1268294409645064252,0,2,40,DRY RUN
1268294080681742441,0,2,40,DRY RUN
1268290978691944601,0,2,40,DRY RUN
1268405421216104510,0,2,40,DRY RUN
1268385012693073964,0,2,40,DRY RUN
1268291073550192741,0,2,40,DRY RUN
1268382811400835175,0,2,40,DRY RUN
1268290589103882294,0,2,40,DRY RUN
1268418860176900130,0,2,40,DRY RUN
1268292500062208143,0,2,40,DRY RUN
1268293750598271139,0,2,40,DRY RUN
1268376812350603274,0,2,40,DRY RUN
1268386756072575082,0,2,40,DRY RUN
1268390140250951720,0,2,40,DRY RUN
1268390845741137970,0,2,40,DRY RUN
1268392814169952329,0,2,40,DRY RUN
1268414707895635992,0,2,40,DRY RUN
1268293014409838715,0,2,40,DRY RUN
1268387981039894559,0,2,40,DRY RUN
1268403227536261140,0,2,40,DRY RUN
1268387224915808297,0,2,40,DRY RUN
1268400685016285268,0,2,40,DRY RUN
1268417167741943820,0,2,40,DRY RUN
1268293481286209687,0,2,40,DRY RUN
1268397334723563542,0,2,40,DRY RUN
1268385681072197775,0,2,40,DRY RUN
1268386868404162562,0,2,40,DRY RUN
1268397756595044414,0,2,40,DRY RUN
1268414961734914170,0,2,40,DRY RUN
1268415756949917848,0,2,40,DRY RUN
1268420079440232522,0,2,40,DRY RUN
1268293517562609834,0,2,40,DRY RUN
1268382632761360525,0,2,40,DRY RUN
1314363610348388434,0,2,40,DRY RUN
1264220558782894092,0,2,40,DRY RUN
1264302559733219462,0,2,40,DRY RUN
1264198243357687839,0,2,40,DRY RUN
1264204225961791702,0,2,40,DRY RUN
1264170356349079554,0,2,40,DRY RUN
1264813651139760230,0,2,40,DRY RUN
1264485086749921381,0,2,40,DRY RUN
1264161548633509940,0,2,40,DRY RUN
1264220912232697887,0,2,40,DRY RUN
1270421765306191882,1,2,40,DRY RUN
1270497194923003964,0,2,40,DRY RUN
1321054995105320961,0,2,40,DRY RUN
1318689910428926044,0,2,40,DRY RUN
1318082429742743624,0,2,40,DRY RUN
1321102613978153024,0,2,40,DRY RUN
1318754677017542690,0,2,40,DRY RUN
1321050513353084969,0,2,40,DRY RUN
1318810976061100094,0,2,40,DRY RUN
1313044972504875108,0,2,40,DRY RUN
1318690801739366400,0,2,40,DRY RUN
1270393412876501157,0,2,40,DRY RUN
1314519734863134826,0,2,40,DRY RUN
1268556535370612810,0,2,40,DRY RUN
1270789831558959114,0,2,40,DRY RUN
1267833837292097536,0,2,40,DRY RUN
1268244538946879531,0,2,40,DRY RUN
1268247961498947616,0,2,40,DRY RUN
1268543204689711202,0,2,40,DRY RUN
1268528883620384808,0,2,40,DRY RUN
1270422138125287476,0,2,40,DRY RUN
1270520277067108434,0,2,40,DRY RUN
1268543613214916669,0,2,40,DRY RUN
1317564670915248190,0,2,40,DRY RUN
1268498689714815032,0,2,40,DRY RUN
1268089052624588866,0,2,40,DRY RUN
1321161795544547379,0,2,40,DRY RUN
1318773847998201927,0,2,40,DRY RUN
1268459540429406219,0,2,40,DRY RUN
1264545834620555376,0,2,40,DRY RUN
1264194994755866665,0,2,40,DRY RUN
1264212674192080907,0,2,40,DRY RUN
1264685300098138223,0,2,40,DRY RUN
1264155380599099465,0,2,40,DRY RUN
1264759294478258247,0,2,40,DRY RUN
1264524806552944641,0,2,40,DRY RUN
1264787643988836384,0,2,40,DRY RUN
1264538738336333898,0,2,40,DRY RUN
1317709033431502878,0,2,40,DRY RUN
1321178156073353257,0,2,40,DRY RUN
1318152524934549557,0,2,40,DRY RUN
1314497209772937291,0,2,40,DRY RUN
1270239421094166558,0,2,40,DRY RUN
1321088539860926588,0,2,40,DRY RUN
1077152065312268308,0,2,40,DRY RUN
1077258871699161239,0,2,40,DRY RUN
1076822474760659054,0,2,40,DRY RUN
1076884044815544370,0,2,40,DRY RUN
1076966579608240208,0,2,40,DRY RUN
1076738681790025758,0,2,40,DRY RUN
1077157449661952011,0,2,40,DRY RUN
1077149125210034186,0,2,40,DRY RUN
1264152044478926870,0,2,40,DRY RUN
1263934287455981630,0,2,40,DRY RUN
1076541868688552029,0,2,40,DRY RUN
1176545410488209550,1,2,40,DRY RUN
1268666290571317430,0,2,40,DRY RUN
1138327638348419183,0,2,40,DRY RUN
1264757535475241045,0,2,40,DRY RUN
1264696085021196368,0,2,40,DRY RUN
1264534032323186729,0,2,40,DRY RUN
1264250598895648899,0,2,40,DRY RUN
1270776591554838571,0,2,40,DRY RUN
1270382985937551427,0,2,40,DRY RUN
1264534735892512869,0,2,40,DRY RUN
1264187259683340352,0,2,40,DRY RUN
1264274901733216319,0,2,40,DRY RUN
1264234242536243201,0,2,40,DRY RUN
1264762616153116734,0,2,40,DRY RUN
1264289683106435148,0,2,40,DRY RUN
1264692956527591504,0,2,40,DRY RUN
1264651628422758441,0,2,40,DRY RUN
1268574957214896199,0,2,40,DRY RUN
1270299922931126282,0,2,40,DRY RUN
1264155262810460305,0,2,40,DRY RUN
1268466970769231976,0,2,40,DRY RUN
1264164012929847317,0,2,40,DRY RUN
1268580027922911308,0,2,40,DRY RUN
1318681106589155328,0,2,40,DRY RUN
1317754997764653106,0,2,40,DRY RUN
1314172712561803276,0,2,40,DRY RUN
1321188363407065129,0,2,40,DRY RUN
1317922356089323582,0,2,40,DRY RUN
1321085676552458262,0,2,40,DRY RUN
1318692140934758432,0,2,40,DRY RUN
1318071480030068736,0,2,40,DRY RUN
1314117199207862273,0,2,40,DRY RUN
1270407922450436193,0,2,40,DRY RUN
1268962724738764933,0,2,40,DRY RUN
1270400124455092381,0,2,40,DRY RUN
1268961693493362692,0,2,40,DRY RUN
1263953223371456592,0,2,40,DRY RUN
1264680098095697942,0,2,40,DRY RUN
1264267228618948660,0,2,40,DRY RUN
1264207198515367947,0,2,40,DRY RUN
1264546975408328776,0,2,40,DRY RUN
1264227366650122331,0,2,40,DRY RUN
1264632873109946411,0,2,40,DRY RUN
1264809859958968331,0,2,40,DRY RUN
1264181520034435075,0,2,40,DRY RUN
1264663234607054853,0,2,40,DRY RUN
1270320205121196118,0,2,40,DRY RUN
1268457729240993880,0,2,40,DRY RUN
1268262458695487574,0,2,40,DRY RUN
1318082057527885876,0,2,40,DRY RUN
1317362873005117452,0,2,40,DRY RUN
1318169840883863559,0,2,40,DRY RUN
1318199374030966822,0,2,40,DRY RUN
1318753447784353805,0,2,40,DRY RUN
1321102729686421509,0,2,40,DRY RUN
1318687433587425342,1,2,40,DRY RUN
1321205376493817900,0,2,40,DRY RUN
1269906585468272660,0,2,40,DRY RUN
1313055899925090354,0,2,40,DRY RUN
1317804106005610536,0,2,40,DRY RUN
1269961512735342613,0,2,40,DRY RUN
1270261503538237523,0,2,40,DRY RUN
1268596082942939247,0,2,40,DRY RUN
1268652354933096533,0,2,40,DRY RUN
1267808148081872939,0,2,40,DRY RUN
1268832865811042324,0,2,40,DRY RUN
1318172728666099805,0,2,40,DRY RUN
1268593929620819981,0,2,40,DRY RUN
1270424710097801348,0,2,40,DRY RUN
1268959985690345523,0,2,40,DRY RUN
1268566891769888792,0,2,40,DRY RUN
1268885767292325889,0,2,40,DRY RUN
1270354326845653073,0,2,40,DRY RUN
1269932865995538502,0,2,40,DRY RUN
1268548419534979095,0,2,40,DRY RUN
1268572448471781376,0,2,40,DRY RUN
1268232211036110951,0,2,40,DRY RUN
1267801660445688013,0,2,40,DRY RUN
1270262329396822028,0,2,40,DRY RUN
1268838086763220992,0,2,40,DRY RUN
1268217883192987648,0,2,40,DRY RUN
1267790310361010258,0,2,40,DRY RUN
1268962000093053019,0,2,40,DRY RUN
1270485174395736108,0,2,40,DRY RUN
1267783890974543922,0,2,40,DRY RUN
1270309411528769578,0,2,40,DRY RUN
1268231438671810761,0,2,40,DRY RUN
1267815575216848898,0,2,40,DRY RUN
1268195578089836647,0,2,40,DRY RUN
1270465029971382404,0,2,40,DRY RUN
1268786376019808280,0,2,40,DRY RUN
1270293724550922302,0,2,40,DRY RUN
1268629118883205134,0,2,40,DRY RUN
1270288955409170433,0,2,40,DRY RUN
1270332528221360221,0,2,40,DRY RUN
1270408873198620724,0,2,40,DRY RUN
1269041716271382639,0,2,40,DRY RUN
1268800617938419712,0,2,40,DRY RUN
1268540201701998625,0,2,40,DRY RUN
1267825749000327270,0,2,40,DRY RUN
1269845839937929261,0,2,40,DRY RUN
1267877162958983260,0,2,40,DRY RUN
1268771732588855324,0,2,40,DRY RUN
1268942356833374321,0,2,40,DRY RUN
1267815106289598508,0,2,40,DRY RUN
1270275410432622656,0,2,40,DRY RUN
1268100422539935756,0,2,40,DRY RUN
1267832613490528268,0,2,40,DRY RUN
1268496887770513488,0,2,40,DRY RUN
1268569200805285899,0,2,40,DRY RUN
1270416427093852232,0,2,40,DRY RUN
1270782250447015937,0,2,40,DRY RUN
1270789383271878734,0,2,40,DRY RUN
1268057455330332682,0,2,40,DRY RUN
1268218688654278708,0,2,40,DRY RUN
1268619718831505522,0,2,40,DRY RUN
1268773144114757653,0,2,40,DRY RUN
1268459524226940980,0,2,40,DRY RUN
1270268162759331946,0,2,40,DRY RUN
1269851335562629203,0,2,40,DRY RUN
1269023258276134966,0,2,40,DRY RUN
1321111771905523802,0,2,40,DRY RUN
1321097252860723371,0,2,40,DRY RUN
747071285200420904,0,3,35,DRY RUN
1321170608612053094,0,2,35,DRY RUN
1321230820937039872,0,2,35,DRY RUN
888535697076650045,0,2,30,DRY RUN
1089323966138687598,2,3,30,DRY RUN
917730312669237278,0,2,30,DRY RUN
888175014766080021,0,3,30,DRY RUN
906584601277902908,0,2,30,DRY RUN
1006475320582475848,0,2,30,DRY RUN
1002288330320388138,0,2,30,DRY RUN
1002617301260054619,0,2,30,DRY RUN
1318184305016569928,0,2,30,DRY RUN
1268460305499951191,0,2,30,DRY RUN
1270512058965950559,0,2,30,DRY RUN
896498415280746507,1,2,30,DRY RUN
796244361578414130,0,1,25,DRY RUN
1092068061722456134,0,1,25,DRY RUN
1088462224781217863,2,2,25,DRY RUN
436648205506052098,0,2,25,DRY RUN
872730526518247434,0,2,25,DRY RUN
1303692274152116275,0,1,25,DRY RUN
1270339115581177917,0,1,25,DRY RUN
1268210489054466078,0,1,25,DRY RUN
1268049064579043380,0,1,25,DRY RUN
1318678204931903499,0,1,25,DRY RUN
903197266859397130,1,1,25,DRY RUN
1318815526973345792,0,1,25,DRY RUN
903237113640796160,0,1,25,DRY RUN
904846335512023081,0,1,25,DRY RUN
904851152867315713,1,1,25,DRY RUN
907188275163312149,0,1,25,DRY RUN
899299118109847572,1,1,25,DRY RUN
746552917259190363,0,1,25,DRY RUN
1032274397152682024,0,2,20,DRY RUN
838762057285107773,0,2,20,DRY RUN
1264023129634766879,0,3,20,DRY RUN
1002598159534526506,0,2,20,DRY RUN
843065921344897064,2,1,15,DRY RUN
855547325848879144,2,1,15,DRY RUN
176988708682203137,0,1,15,DRY RUN
1376749933109051432,0,1,15,DRY RUN
1376816720790163506,0,1,15,DRY RUN
1329145694526771293,0,1,15,DRY RUN
1376043604711178362,0,1,15,DRY RUN
1268630633890975795,0,1,15,DRY RUN
1448380384889802863,0,1,15,DRY RUN
650230602896900118,0,1,10,DRY RUN
1033026644673298526,0,1,10,DRY RUN
161563361597849600,2,1,10,DRY RUN
1216060955386183843,1,1,10,DRY RUN
807491810196586498,0,1,10,DRY RUN
915482470269480990,0,1,10,DRY RUN
1007774352495878194,0,1,10,DRY RUN
878547016626626561,1,1,10,DRY RUN
878559658380517416,0,1,10,DRY RUN
878585779381743677,0,1,10,DRY RUN
1170639228879765514,0,1,10,DRY RUN
965938014368981022,0,1,10,DRY RUN
1372385946489852074,0,1,10,DRY RUN
1377200233842216991,0,1,10,DRY RUN
917877040554868826,1,1,10,DRY RUN
1062663196210630668,0,1,5,DRY RUN
807523559281786892,1,1,5,DRY RUN
1221367977941667870,0,1,5,DRY RUN
757441598609948772,0,1,5,DRY RUN
1051946396535758929,0,1,5,DRY RUN
1316785522869272667,0,1,5,DRY RUN
